0,word
113,WorkLoss
35,StartUp
1001,PerformanceReview
182,BadWorkLife
380,PositiveJobSwitch
18,QuarterEnd
371,GotBonus
18,NoPromotion
354,NeutralJobSwitch
207,MiscEvent
35,BackToWork
52,NoSalaryIncrement
1,SalaryCut
1,Fired
18,Expansion
449,Promoted
26,BreakFromWork
69,BossTrouble
207,NewProject
18,GoodWorkLife
78,SalaryIncrement
371,HeavyWork
156,WorkSuccess
