0,word
52,WorkLoss
26,StartUp
257,BadWorkLife
26,PositiveJobSwitch
1,FirstJob
1,NeutralJobSwitch
1,NoSalaryIncrement
103,BackToWork
1,Fired
129,Expansion
26,Promoted
77,BreakFromWork
1,NewProject
924,GoodWorkLife
1001,WorkSuccess
26,HeavyWork
