snapshot_id	date	sentiment	sigScore	sm_sr	matchVal
11573572853441409020	2018-08-17 14:56:34	0	0.03577183370931357	1	1.0
11573572853441409020	2018-07-08 17:22:46	1	0.0235256203673864	1	1.0
11573572853441409020	2018-06-27 20:34:14	0	0.1530776667740896	1	0.0
11573572853441409020	2018-06-29 05:02:22	1	0.3026103770544634	1	1.0
11573572853441409020	2018-06-27 22:00:12	0	0.06799871092491137	1	0.0
11573572853441409020	2018-03-17 03:25:39	1	0.03802771511440541	1	1.0
11573572853441409020	2018-11-09 05:36:36	1	0.05285207863358041	1	0.0
11573572853441409020	2018-07-03 17:50:20	1	0.07960038672252659	1	1.0
11573572853441409020	2018-06-24 03:25:36	0	0.007412181759587496	1	0.0
10427331732030212093	2018-09-23 02:50:51	1	0.028037383177570093	1	0.0
10427331732030212093	2018-11-02 13:52:02	0	0.012568482114083145	1	0.0
9920880897721649664	2018-06-27 13:16:56	1	0.058330647760232036	1	0.0
13145333240889291264	2018-06-12 02:33:33	1	0.04962939091202063	1	1.0
11696555265462338051	2018-09-03 01:49:37	1	0.08475668707702223	1	0.0
11696555265462338051	2018-09-27 01:14:31	1	0.04382855301321302	1	0.0
11696555265462338051	2018-07-29 22:19:39	0	0.023847889139542378	1	0.0
11696555265462338051	2018-06-09 22:39:12	0	0.06735417338059942	1	0.0
11696555265462338051	2018-12-30 00:03:34	0	0.10505961972284886	1	0.0
12284107348524025869	2018-05-27 12:50:50	1	0.019336126329358685	1	0.0
12284107348524025869	2018-07-27 13:47:34	1	0.02997099581050596	1	0.0
9822004344698628623	2018-11-12 22:04:27	1	0.023847889139542378	1	0.0
9822004344698628623	2018-11-09 14:34:41	0	0.01160167579761521	1	0.0
9822004344698628623	2018-08-05 15:43:14	0	0.009990331936835321	1	0.0
9822004344698628623	2018-06-20 20:41:19	0	0.011279407025459234	1	1.0
9822004344698628623	2018-06-30 01:22:49	0	0.042861746696745084	1	1.0
9822004344698628623	2018-06-17 20:28:49	0	0.008701256848211408	1	1.0
9822004344698628623	2018-10-17 00:40:52	1	0.01514663229133097	1	0.0
11572316908792461326	2019-03-11 20:33:23	1	0.03222687721559781	1	0.0
11572316908792461326	2018-12-02 02:07:48	0	0.012246213341927168	1	0.0
11572316908792461326	2018-07-28 01:47:17	1	0.28843055107960036	1	1.0
13637401405284044305	2018-12-09 19:28:03	0	0.029326458266194008	1	0.0
13637401405284044305	2018-08-07 11:03:22	0	0.0235256203673864	1	1.0
13637401405284044305	2018-10-12 12:41:03	0	0.05671930389945214	1	0.0
13637401405284044305	2018-08-13 18:38:27	0	0.04640670319046084	1	1.0
13637401405284044305	2018-08-13 01:42:52	0	0.06670963583628746	1	1.0
13637401405284044305	2018-07-20 20:44:06	1	0.018369320012890752	1	1.0
13637401405284044305	2018-07-20 15:48:45	1	0.04898485336770867	1	1.0
13637401405284044305	2018-06-15 00:02:42	1	0.01353528843055108	1	1.0
13637401405284044305	2018-05-19 20:17:14	0	0.008056719303899453	1	0.0
13637401405284044305	2018-08-23 16:06:20	1	0.019336126329358685	1	1.0
13637401405284044305	2018-06-03 12:38:46	1	0.02320335159523042	1	1.0
13637401405284044305	2018-06-16 19:06:42	0	0.022881082823074442	1	1.0
12830914680448833554	2018-07-01 13:28:01	1	0.04221720915243313	1	0.0
12830914680448833554	2018-05-13 02:18:32	0	0.0912020625201418	1	0.0
12830914680448833554	2018-04-24 17:29:23	0	0.034482758620689655	1	0.0
