valence,status,recency,LifeEventFamily,Anticipation,Intimacy,Scope,age,gender,shipley_vocab,shipley_abs,openness,conscientiousness,extraversion,agreeableness,neuroticism,pos_affect,neg_affect,stai_trait,psqi,education_level,anxiety,data_type
-1,Ended,554,Work,Unanticipated,3,3,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate Degree,1.857,Survey
-1,Ended,554,Work,Unanticipated,3,3,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate Degree,2.286,Survey
-1,Ended,554,Work,Unanticipated,3,3,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate Degree,1.857,Survey
-1,Ended,554,Work,Unanticipated,3,3,50.0,Female,36.0,19.0,5.0,3.333333333,3.083333333,3.916666667,3.166666667,29.0,19.0,40.0,5.0,Graduate Degree,2.833,Survey
0,Ended,500,Work,Unanticipated,3,3,37.0,Female,26.0,11.0,3.166666667,3.833333333,2.916666667,3.666666667,2.75,30.0,18.0,44.0,8.0,Graduate Degree,2.8569999999999998,Survey
0,Ended,500,Work,Unanticipated,3,3,37.0,Female,26.0,11.0,3.166666667,3.833333333,2.916666667,3.666666667,2.75,30.0,18.0,44.0,8.0,Graduate Degree,3.429,Survey
0,Ended,500,Work,Unanticipated,3,3,37.0,Female,26.0,11.0,3.166666667,3.833333333,2.916666667,3.666666667,2.75,30.0,18.0,44.0,8.0,Graduate Degree,3.0,Survey
1,Ended,500,Work,Anticipated,1,1,34.0,Female,37.0,18.0,4.25,3.666666667,3.083333333,3.25,3.416666667,48.0,16.0,34.0,8.0,Doctoral Degree,1.0,Survey
1,Ended,500,Work,Anticipated,1,1,34.0,Female,37.0,18.0,4.25,3.666666667,3.083333333,3.25,3.416666667,48.0,16.0,34.0,8.0,Doctoral Degree,1.5,Survey
1,Ended,500,Work,Anticipated,1,1,34.0,Female,37.0,18.0,4.25,3.666666667,3.083333333,3.25,3.416666667,48.0,16.0,34.0,8.0,Doctoral Degree,1.4,Survey
1,Ended,500,Work,Anticipated,1,1,34.0,Female,37.0,18.0,4.25,3.666666667,3.083333333,3.25,3.416666667,48.0,16.0,34.0,8.0,Doctoral Degree,2.0,Survey
1,Ended,500,Work,Anticipated,1,1,34.0,Female,37.0,18.0,4.25,3.666666667,3.083333333,3.25,3.416666667,48.0,16.0,34.0,8.0,Doctoral Degree,1.6669999999999998,Survey
1,Ended,500,Work,Anticipated,1,1,34.0,Female,37.0,18.0,4.25,3.666666667,3.083333333,3.25,3.416666667,48.0,16.0,34.0,8.0,Doctoral Degree,1.5,Survey
1,Ended,500,Work,Anticipated,1,1,34.0,Female,37.0,18.0,4.25,3.666666667,3.083333333,3.25,3.416666667,48.0,16.0,34.0,8.0,Doctoral Degree,2.0,Survey
1,Ended,500,Work,Anticipated,1,1,34.0,Female,37.0,18.0,4.25,3.666666667,3.083333333,3.25,3.416666667,48.0,16.0,34.0,8.0,Doctoral Degree,2.0,Survey
1,Ended,500,Work,Anticipated,1,1,34.0,Female,37.0,18.0,4.25,3.666666667,3.083333333,3.25,3.416666667,48.0,16.0,34.0,8.0,Doctoral Degree,2.0,Survey
1,Ended,500,Work,Anticipated,1,1,34.0,Female,37.0,18.0,4.25,3.666666667,3.083333333,3.25,3.416666667,48.0,16.0,34.0,8.0,Doctoral Degree,2.0,Survey
1,Ended,500,Work,Anticipated,1,1,34.0,Female,37.0,18.0,4.25,3.666666667,3.083333333,3.25,3.416666667,48.0,16.0,34.0,8.0,Doctoral Degree,2.0,Survey
-1,Ended,500,Personal,Anticipated,3,2,34.0,Male,37.0,17.0,3.916666667,4.583333333,3.583333333,4.0,3.583333333,33.0,22.0,46.0,7.0,Graduate Degree,2.0,Survey
-1,Ended,500,Personal,Anticipated,3,2,34.0,Male,37.0,17.0,3.916666667,4.583333333,3.583333333,4.0,3.583333333,33.0,22.0,46.0,7.0,Graduate Degree,2.167,Survey
-1,Ended,500,Personal,Anticipated,3,2,34.0,Male,37.0,17.0,3.916666667,4.583333333,3.583333333,4.0,3.583333333,33.0,22.0,46.0,7.0,Graduate Degree,1.6,Survey
-1,Ended,500,Personal,Anticipated,3,2,34.0,Male,37.0,17.0,3.916666667,4.583333333,3.583333333,4.0,3.583333333,33.0,22.0,46.0,7.0,Graduate Degree,1.8330000000000002,Survey
-1,Ended,500,Personal,Anticipated,3,2,34.0,Male,37.0,17.0,3.916666667,4.583333333,3.583333333,4.0,3.583333333,33.0,22.0,46.0,7.0,Graduate Degree,2.25,Survey
-1,Ended,500,Personal,Anticipated,3,2,34.0,Male,37.0,17.0,3.916666667,4.583333333,3.583333333,4.0,3.583333333,33.0,22.0,46.0,7.0,Graduate Degree,1.167,Survey
-1,Ended,500,Personal,Anticipated,3,2,34.0,Male,37.0,17.0,3.916666667,4.583333333,3.583333333,4.0,3.583333333,33.0,22.0,46.0,7.0,Graduate Degree,1.6669999999999998,Survey
-1,Ended,500,Personal,Anticipated,3,2,34.0,Male,37.0,17.0,3.916666667,4.583333333,3.583333333,4.0,3.583333333,33.0,22.0,46.0,7.0,Graduate Degree,1.0,Survey
-1,Ended,500,Personal,Anticipated,3,2,34.0,Male,37.0,17.0,3.916666667,4.583333333,3.583333333,4.0,3.583333333,33.0,22.0,46.0,7.0,Graduate Degree,1.75,Survey
-1,Ended,500,Personal,Anticipated,3,2,34.0,Male,37.0,17.0,3.916666667,4.583333333,3.583333333,4.0,3.583333333,33.0,22.0,46.0,7.0,Graduate Degree,2.667,Survey
-1,Ended,500,Personal,Anticipated,3,2,34.0,Male,37.0,17.0,3.916666667,4.583333333,3.583333333,4.0,3.583333333,33.0,22.0,46.0,7.0,Graduate Degree,1.167,Survey
-1,Ended,500,Personal,Anticipated,3,2,34.0,Male,37.0,17.0,3.916666667,4.583333333,3.583333333,4.0,3.583333333,33.0,22.0,46.0,7.0,Graduate Degree,1.0,Survey
1,Ended,500,Personal,Anticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,2.0,Survey
1,Ended,500,Personal,Anticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,2.167,Survey
1,Ended,500,Personal,Anticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,2.5,Survey
1,Ended,500,Personal,Anticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,3.25,Survey
1,Ended,500,Personal,Anticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,3.0,Survey
1,Ended,500,Personal,Anticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,1.6,Survey
1,Ended,500,Personal,Anticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,2.0,Survey
1,Ended,500,Personal,Anticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,1.714,Survey
1,Ended,500,Personal,Anticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,2.5,Survey
1,Ended,500,Personal,Anticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,1.571,Survey
1,Ended,500,Personal,Anticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,1.6669999999999998,Survey
1,Ended,500,Personal,Anticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,1.75,Survey
1,Ended,500,Personal,Anticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,3.0,Survey
-1,Ended,500,Personal,Unanticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,2.0,Survey
-1,Ended,500,Personal,Unanticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,2.167,Survey
-1,Ended,500,Personal,Unanticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,2.5,Survey
-1,Ended,500,Personal,Unanticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,3.25,Survey
-1,Ended,500,Personal,Unanticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,3.0,Survey
-1,Ended,500,Personal,Unanticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,1.6,Survey
-1,Ended,500,Personal,Unanticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,2.0,Survey
-1,Ended,500,Personal,Unanticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,1.714,Survey
-1,Ended,500,Personal,Unanticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,2.5,Survey
-1,Ended,500,Personal,Unanticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,1.571,Survey
-1,Ended,500,Personal,Unanticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,1.6669999999999998,Survey
-1,Ended,500,Personal,Unanticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,1.75,Survey
-1,Ended,500,Personal,Unanticipated,2,2,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,3.0,Survey
1,Ended,500,Work,Unanticipated,3,3,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,1.6669999999999998,Survey
1,Ended,500,Work,Unanticipated,3,3,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,1.75,Survey
1,Ended,500,Work,Unanticipated,3,3,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,3.0,Survey
1,Ended,500,Work,Unanticipated,3,3,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,1.6669999999999998,Survey
1,Ended,500,Work,Unanticipated,3,3,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,1.75,Survey
1,Ended,500,Work,Unanticipated,3,3,33.0,Female,35.0,20.0,4.0,4.416666667,3.166666667,3.333333333,3.416666667,36.0,12.0,48.0,6.0,Graduate Degree,3.0,Survey
0,Ended,500,Personal,Anticipated,3,2,54.0,Female,34.0,15.0,4.583333333,4.75,4.416666667,4.833333333,1.333333333,40.0,12.0,23.0,4.0,College Degree,1.0,Survey
-1,Ended,730,Personal,Unanticipated,3,2,27.0,Female,33.0,16.0,4.25,4.25,4.25,4.166666667,2.5,40.0,17.0,31.0,8.0,Graduate Degree,1.8330000000000002,Survey
-1,Ended,730,Personal,Unanticipated,3,2,27.0,Female,33.0,16.0,4.25,4.25,4.25,4.166666667,2.5,40.0,17.0,31.0,8.0,Graduate Degree,1.3330000000000002,Survey
-1,Ended,730,Personal,Unanticipated,3,2,27.0,Female,33.0,16.0,4.25,4.25,4.25,4.166666667,2.5,40.0,17.0,31.0,8.0,Graduate Degree,2.0,Survey
-1,Ended,730,Personal,Unanticipated,3,2,27.0,Female,33.0,16.0,4.25,4.25,4.25,4.166666667,2.5,40.0,17.0,31.0,8.0,Graduate Degree,2.667,Survey
-1,Ended,730,Personal,Unanticipated,3,2,27.0,Female,33.0,16.0,4.25,4.25,4.25,4.166666667,2.5,40.0,17.0,31.0,8.0,Graduate Degree,1.429,Survey
-1,Ended,730,Personal,Unanticipated,3,2,27.0,Female,33.0,16.0,4.25,4.25,4.25,4.166666667,2.5,40.0,17.0,31.0,8.0,Graduate Degree,1.4,Survey
-1,Ended,730,Personal,Unanticipated,3,2,27.0,Female,33.0,16.0,4.25,4.25,4.25,4.166666667,2.5,40.0,17.0,31.0,8.0,Graduate Degree,1.143,Survey
-1,Ended,730,Personal,Unanticipated,3,2,27.0,Female,33.0,16.0,4.25,4.25,4.25,4.166666667,2.5,40.0,17.0,31.0,8.0,Graduate Degree,1.143,Survey
-1,Ended,730,Personal,Unanticipated,3,2,27.0,Female,33.0,16.0,4.25,4.25,4.25,4.166666667,2.5,40.0,17.0,31.0,8.0,Graduate Degree,1.2,Survey
-1,Ended,730,Personal,Unanticipated,3,2,27.0,Female,33.0,16.0,4.25,4.25,4.25,4.166666667,2.5,40.0,17.0,31.0,8.0,Graduate Degree,1.2,Survey
-1,Ended,825,Work,Unanticipated,3,3,31.0,Male,30.0,20.0,3.833333333,4.0,3.333333333,3.416666667,2.583333333,39.0,19.0,46.0,7.0,Graduate Degree,1.25,Survey
-1,Ended,500,Personal,Unanticipated,2,2,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,2.333,Survey
-1,Ended,500,Personal,Unanticipated,2,2,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,1.6,Survey
-1,Ended,500,Personal,Unanticipated,2,2,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,1.6,Survey
-1,Ended,500,Personal,Unanticipated,2,2,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,1.8,Survey
-1,Ended,500,Personal,Unanticipated,2,2,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,1.6669999999999998,Survey
-1,Ended,500,Personal,Unanticipated,2,2,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,2.0,Survey
-1,Ended,500,Personal,Unanticipated,2,2,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,2.167,Survey
-1,Ended,500,Personal,Unanticipated,2,2,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,1.714,Survey
-1,Ended,500,Personal,Unanticipated,2,2,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,1.8,Survey
-1,Ended,500,Personal,Unanticipated,2,2,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,1.6669999999999998,Survey
-1,Ended,500,Personal,Unanticipated,2,2,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,2.0,Survey
1,Ended,500,Work,Unanticipated,2,3,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,2.333,Survey
1,Ended,500,Work,Unanticipated,2,3,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,1.6,Survey
1,Ended,500,Work,Unanticipated,2,3,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,1.6,Survey
1,Ended,500,Work,Unanticipated,2,3,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,1.8,Survey
1,Ended,500,Work,Unanticipated,2,3,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,1.6669999999999998,Survey
1,Ended,500,Work,Unanticipated,2,3,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,2.0,Survey
1,Ended,500,Work,Unanticipated,2,3,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,2.167,Survey
1,Ended,500,Work,Unanticipated,2,3,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,1.714,Survey
1,Ended,500,Work,Unanticipated,2,3,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,1.8,Survey
1,Ended,500,Work,Unanticipated,2,3,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,1.6669999999999998,Survey
1,Ended,500,Work,Unanticipated,2,3,40.0,Male,36.0,13.0,4.583333333,5.0,4.666666667,4.583333333,1.083333333,45.0,12.0,25.0,3.0,Graduate Degree,2.0,Survey
-1,Ended,500,Work,Unanticipated,2,3,54.0,Male,37.0,11.0,3.166666667,3.166666667,3.666666667,4.0,3.083333333,35.0,22.0,37.0,9.0,College Degree,1.75,Survey
-1,Ended,500,Work,Unanticipated,2,3,54.0,Male,37.0,11.0,3.166666667,3.166666667,3.666666667,4.0,3.083333333,35.0,22.0,37.0,9.0,College Degree,2.1430000000000002,Survey
-1,Ended,500,Work,Unanticipated,2,3,54.0,Male,37.0,11.0,3.166666667,3.166666667,3.666666667,4.0,3.083333333,35.0,22.0,37.0,9.0,College Degree,3.333,Survey
-1,Ended,500,Work,Unanticipated,2,3,54.0,Male,37.0,11.0,3.166666667,3.166666667,3.666666667,4.0,3.083333333,35.0,22.0,37.0,9.0,College Degree,3.167,Survey
-1,Ended,500,Work,Unanticipated,2,3,54.0,Male,37.0,11.0,3.166666667,3.166666667,3.666666667,4.0,3.083333333,35.0,22.0,37.0,9.0,College Degree,2.286,Survey
-1,Ended,500,Work,Unanticipated,2,3,54.0,Male,37.0,11.0,3.166666667,3.166666667,3.666666667,4.0,3.083333333,35.0,22.0,37.0,9.0,College Degree,2.286,Survey
-1,Ended,500,Work,Unanticipated,2,3,54.0,Male,37.0,11.0,3.166666667,3.166666667,3.666666667,4.0,3.083333333,35.0,22.0,37.0,9.0,College Degree,2.333,Survey
-1,Ended,500,Work,Unanticipated,2,3,54.0,Male,37.0,11.0,3.166666667,3.166666667,3.666666667,4.0,3.083333333,35.0,22.0,37.0,9.0,College Degree,1.6669999999999998,Survey
-1,Ended,500,Work,Unanticipated,2,3,54.0,Male,37.0,11.0,3.166666667,3.166666667,3.666666667,4.0,3.083333333,35.0,22.0,37.0,9.0,College Degree,2.2,Survey
-1,Ended,500,Work,Unanticipated,2,3,54.0,Male,37.0,11.0,3.166666667,3.166666667,3.666666667,4.0,3.083333333,35.0,22.0,37.0,9.0,College Degree,1.8330000000000002,Survey
1,Ended,500,Financial,Anticipated,2,2,26.0,Female,37.0,20.0,3.833333333,3.25,2.166666667,4.333333333,2.583333333,23.0,12.0,45.0,4.0,College Degree,2.0,Survey
1,Ended,500,Personal,Anticipated,2,2,26.0,Female,37.0,20.0,3.833333333,3.25,2.166666667,4.333333333,2.583333333,23.0,12.0,45.0,4.0,College Degree,2.667,Survey
1,Ended,500,Personal,Anticipated,2,2,26.0,Female,37.0,20.0,3.833333333,3.25,2.166666667,4.333333333,2.583333333,23.0,12.0,45.0,4.0,College Degree,2.0,Survey
1,Ended,500,Personal,Anticipated,2,2,26.0,Female,37.0,20.0,3.833333333,3.25,2.166666667,4.333333333,2.583333333,23.0,12.0,45.0,4.0,College Degree,2.1430000000000002,Survey
1,Ended,500,Personal,Anticipated,2,2,26.0,Female,37.0,20.0,3.833333333,3.25,2.166666667,4.333333333,2.583333333,23.0,12.0,45.0,4.0,College Degree,1.714,Survey
1,Ended,500,Personal,Anticipated,2,2,26.0,Female,37.0,20.0,3.833333333,3.25,2.166666667,4.333333333,2.583333333,23.0,12.0,45.0,4.0,College Degree,2.2,Survey
1,Ended,500,Personal,Anticipated,2,2,26.0,Female,37.0,20.0,3.833333333,3.25,2.166666667,4.333333333,2.583333333,23.0,12.0,45.0,4.0,College Degree,1.571,Survey
1,Ended,500,Personal,Anticipated,2,2,26.0,Female,37.0,20.0,3.833333333,3.25,2.166666667,4.333333333,2.583333333,23.0,12.0,45.0,4.0,College Degree,2.0,Survey
1,Ongoing,500,Financial,Anticipated,3,2,26.0,Female,37.0,20.0,3.833333333,3.25,2.166666667,4.333333333,2.583333333,23.0,12.0,45.0,4.0,College Degree,2.0,Survey
1,Ended,500,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.5,Survey
1,Ended,500,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.4,Survey
1,Ended,500,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.25,Survey
1,Ended,500,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.8330000000000002,Survey
1,Ended,500,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.167,Survey
1,Ended,500,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.25,Survey
1,Ended,500,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.0,Survey
-1,Ongoing,500,Health,Unanticipated,2,2,47.0,Male,34.0,10.0,4.583333333,4.583333333,3.916666667,4.5,2.0,48.0,10.0,25.0,7.0,Graduate Degree,1.0,Survey
-1,Ongoing,500,Health,Unanticipated,2,2,47.0,Male,34.0,10.0,4.583333333,4.583333333,3.916666667,4.5,2.0,48.0,10.0,25.0,7.0,Graduate Degree,1.4,Survey
-1,Ongoing,500,Health,Unanticipated,2,2,47.0,Male,34.0,10.0,4.583333333,4.583333333,3.916666667,4.5,2.0,48.0,10.0,25.0,7.0,Graduate Degree,1.6,Survey
-1,Ongoing,500,Health,Unanticipated,2,2,47.0,Male,34.0,10.0,4.583333333,4.583333333,3.916666667,4.5,2.0,48.0,10.0,25.0,7.0,Graduate Degree,1.3330000000000002,Survey
-1,Ongoing,500,Health,Unanticipated,2,2,47.0,Male,34.0,10.0,4.583333333,4.583333333,3.916666667,4.5,2.0,48.0,10.0,25.0,7.0,Graduate Degree,1.0,Survey
-1,Ongoing,500,Health,Unanticipated,2,2,47.0,Male,34.0,10.0,4.583333333,4.583333333,3.916666667,4.5,2.0,48.0,10.0,25.0,7.0,Graduate Degree,1.0,Survey
-1,Ongoing,500,Health,Unanticipated,2,2,47.0,Male,34.0,10.0,4.583333333,4.583333333,3.916666667,4.5,2.0,48.0,10.0,25.0,7.0,Graduate Degree,1.0,Survey
-1,Ongoing,500,Health,Unanticipated,2,2,47.0,Male,34.0,10.0,4.583333333,4.583333333,3.916666667,4.5,2.0,48.0,10.0,25.0,7.0,Graduate Degree,1.0,Survey
-1,Ongoing,500,Health,Unanticipated,2,2,47.0,Male,34.0,10.0,4.583333333,4.583333333,3.916666667,4.5,2.0,48.0,10.0,25.0,7.0,Graduate Degree,1.25,Survey
-1,Ongoing,500,Health,Unanticipated,2,2,47.0,Male,34.0,10.0,4.583333333,4.583333333,3.916666667,4.5,2.0,48.0,10.0,25.0,7.0,Graduate Degree,1.25,Survey
-1,Ongoing,500,Health,Unanticipated,2,2,47.0,Male,34.0,10.0,4.583333333,4.583333333,3.916666667,4.5,2.0,48.0,10.0,25.0,7.0,Graduate Degree,1.25,Survey
-1,Ongoing,500,Health,Unanticipated,2,2,47.0,Male,34.0,10.0,4.583333333,4.583333333,3.916666667,4.5,2.0,48.0,10.0,25.0,7.0,Graduate Degree,1.0,Survey
-1,Ended,500,Personal,Unanticipated,2,2,57.0,Male,36.0,15.0,3.416666667,3.833333333,2.166666667,3.583333333,3.916666667,26.0,22.0,67.0,11.0,Graduate Degree,2.0,Survey
-1,Ended,500,Personal,Unanticipated,2,2,57.0,Male,36.0,15.0,3.416666667,3.833333333,2.166666667,3.583333333,3.916666667,26.0,22.0,67.0,11.0,Graduate Degree,1.429,Survey
-1,Ended,500,Personal,Unanticipated,2,2,57.0,Male,36.0,15.0,3.416666667,3.833333333,2.166666667,3.583333333,3.916666667,26.0,22.0,67.0,11.0,Graduate Degree,2.833,Survey
-1,Ended,500,Personal,Unanticipated,2,2,57.0,Male,36.0,15.0,3.416666667,3.833333333,2.166666667,3.583333333,3.916666667,26.0,22.0,67.0,11.0,Graduate Degree,2.167,Survey
-1,Ended,500,Personal,Unanticipated,2,2,57.0,Male,36.0,15.0,3.416666667,3.833333333,2.166666667,3.583333333,3.916666667,26.0,22.0,67.0,11.0,Graduate Degree,2.714,Survey
-1,Ended,500,Personal,Unanticipated,2,2,57.0,Male,36.0,15.0,3.416666667,3.833333333,2.166666667,3.583333333,3.916666667,26.0,22.0,67.0,11.0,Graduate Degree,2.571,Survey
-1,Ended,500,Personal,Unanticipated,2,2,57.0,Male,36.0,15.0,3.416666667,3.833333333,2.166666667,3.583333333,3.916666667,26.0,22.0,67.0,11.0,Graduate Degree,2.0,Survey
-1,Ended,500,Personal,Unanticipated,2,2,57.0,Male,36.0,15.0,3.416666667,3.833333333,2.166666667,3.583333333,3.916666667,26.0,22.0,67.0,11.0,Graduate Degree,2.1430000000000002,Survey
